B_COUNTRY,Q4,Q200,Q199,Q240,Q217,Q238,Q289,Q290,Q252
76,3,2,3,4,1,3,1,76003,4
76,4,-1,4,5,2,2,0,76003,9
76,2,3,1,2,2,3,2,76003,7
76,4,3,4,-1,3,2,1,76003,1
76,2,2,2,6,1,1,1,76001,1
76,4,2,4,1,2,4,2,76003,1
76,3,3,4,7,1,2,1,76001,8
76,2,2,2,-1,2,2,2,76003,5
76,-1,2,3,10,2,1,2,76003,1
76,4,3,4,-1,3,1,2,76001,1
76,2,2,4,5,-1,2,2,76003,1
76,4,3,4,-2,3,1,2,76001,3
76,2,3,3,-2,-1,-1,1,76002,10
76,2,3,4,-1,3,2,2,76002,-1
76,4,1,2,5,2,2,2,76002,1
76,4,3,4,-1,2,1,0,76001,1
76,4,3,4,-1,3,-1,2,76003,1
76,1,1,1,1,1,1,0,76001,8
76,3,1,2,3,1,2,1,76001,1
76,2,2,2,6,3,1,1,76002,1
76,-1,2,4,-1,-5,2,1,76003,1
76,1,2,1,1,1,1,9,76002,2
76,3,2,3,5,3,1,9,76001,1
76,4,3,4,-1,3,2,2,76003,2
76,4,3,4,-1,-5,2,1,76001,5
76,1,1,3,4,2,2,1,76002,6
76,1,3,2,-2,3,2,1,76003,1
76,2,2,2,5,3,2,1,76001,7
76,3,2,3,-1,2,2,1,76001,7
76,2,2,2,5,1,1,1,76003,3
76,2,2,2,1,2,4,1,76003,1
76,4,3,4,10,3,-1,1,76003,1
76,1,1,1,5,1,1,2,76003,1
76,1,3,4,1,1,2,2,76003,1
76,1,1,1,10,2,2,9,76001,5
76,2,3,2,-1,1,2,2,76001,1
76,4,3,4,5,3,2,0,76003,2
76,4,3,3,-1,1,1,0,76001,5
76,4,3,3,-1,3,1,1,76001,2
76,1,2,2,5,3,2,2,76003,1
76,4,2,4,10,2,1,1,76001,1
76,4,2,3,10,1,-1,1,76003,1
76,4,3,1,8,3,3,9,76003,7
76,2,1,3,5,1,3,1,76003,1
76,1,3,4,5,3,1,0,76001,1
76,1,2,3,8,2,3,2,76003,7
76,3,2,1,-1,1,2,2,76001,10
76,2,2,2,-1,1,1,2,76001,3
76,1,3,3,5,2,2,2,76001,1
76,1,2,2,1,1,2,2,76002,1
76,1,3,4,-2,-1,2,1,76001,10
76,3,3,2,-1,3,-1,1,76003,1
76,2,3,4,-2,3,1,1,76003,1
76,2,2,3,10,-1,2,2,76003,6
76,1,2,1,5,3,1,1,76003,7
76,4,2,4,5,3,1,2,76003,1
76,3,2,3,-1,2,1,2,76001,1
76,4,3,4,-1,1,-1,2,76005,4
76,2,3,2,-1,2,2,2,76002,1
76,4,2,2,5,-5,2,2,76003,1
76,4,2,4,1,3,2,1,76003,1
76,4,1,1,1,1,2,1,76003,1
76,2,2,3,-1,1,1,2,76002,1
76,1,1,1,5,1,2,1,76001,1
76,2,2,4,10,1,2,1,76003,8
76,4,3,4,5,3,1,1,76003,3
76,4,2,4,10,3,2,0,76003,1
76,2,3,4,10,3,3,0,76001,10
76,2,3,2,2,3,3,1,76001,1
76,4,2,4,-1,1,1,1,76003,1
76,3,2,3,5,2,3,2,76002,8
76,1,3,2,5,3,3,-2,76003,8
76,2,2,3,5,3,2,1,76003,1
76,1,1,1,5,2,2,1,76001,1
76,2,2,1,7,3,2,1,76001,8
76,4,3,4,5,3,1,0,76003,1
76,2,1,1,1,1,1,0,76001,1
76,2,1,3,5,3,2,0,76002,4
76,4,3,4,-1,-5,-1,2,76001,1
76,4,1,2,2,3,2,1,76003,1
76,-1,3,4,1,3,1,1,76003,1
76,3,2,2,5,1,1,1,76001,1
76,4,2,2,1,2,4,1,76003,1
76,3,2,3,5,1,1,1,76001,1
76,4,3,4,6,2,2,1,76003,5
76,4,3,4,5,2,3,1,76002,1
76,3,2,2,5,1,1,1,76003,1
76,3,1,3,8,1,2,0,76002,1
76,2,2,3,1,2,2,2,76001,3
76,3,2,2,6,3,3,1,76003,1
76,4,2,-1,-1,3,2,1,76001,1
76,3,2,3,-1,3,2,1,76001,1
76,4,1,4,7,3,1,0,76001,1
76,3,3,4,6,2,1,0,76001,1
76,4,3,4,-1,-1,2,1,76002,2
76,2,2,4,-1,3,2,1,76001,5
76,1,2,2,3,1,2,9,76003,4
76,2,2,3,7,2,3,1,76002,7
76,3,3,3,10,2,-1,1,76003,1
76,3,-1,-1,3,3,3,0,76003,3
76,4,3,4,-1,3,2,1,76003,6
76,3,1,1,5,1,2,1,76002,5
76,4,1,4,3,1,1,0,76001,6
76,4,3,4,-1,3,2,0,76001,1
76,4,3,4,-1,1,1,2,76003,1
76,2,3,4,1,1,1,1,76001,1
76,2,2,3,5,1,2,1,76003,4
76,2,3,3,-1,3,3,1,76001,1
76,2,2,1,9,1,1,1,76001,6
76,3,3,4,-1,3,1,0,76001,1
76,1,2,2,8,2,2,2,76001,1
76,2,2,2,8,1,1,1,76001,8
76,4,1,2,1,1,2,1,76001,1
76,1,2,2,4,2,2,1,76003,1
76,4,3,4,-2,3,2,2,76003,1
76,4,3,4,5,3,2,2,76001,10
76,2,1,2,-1,1,1,1,76003,4
76,1,3,3,-1,-5,2,1,76003,1
76,2,2,3,5,1,2,2,76003,1
76,3,3,4,5,3,2,0,76001,1
76,2,1,4,5,-1,2,9,76003,1
76,3,3,4,-1,3,3,1,76002,9
76,2,-1,4,4,2,2,1,76003,6
76,2,2,4,5,2,-1,1,76003,4
76,2,1,2,5,1,1,1,76001,1
76,4,3,4,-1,3,3,2,76003,1
76,1,3,2,5,2,1,2,76003,1
76,4,2,4,-1,3,2,0,76003,1
76,1,2,2,1,2,2,1,76003,1
76,3,2,3,-1,-2,2,1,76001,1
76,4,2,4,1,3,2,1,76001,3
76,2,3,4,-1,3,4,9,76003,2
76,3,3,4,-1,-1,2,2,76001,1
76,2,2,1,2,1,1,0,76001,4
76,4,3,4,-2,-5,3,1,76005,1
76,2,2,3,-1,-1,1,1,76003,8
76,4,1,4,-1,3,2,1,76003,5
76,2,2,4,-1,-5,2,2,76002,1
76,2,2,1,5,3,4,9,76001,7
76,2,2,3,5,1,2,1,76003,5
76,1,-1,1,7,2,4,-2,76002,5
76,3,2,3,-1,1,1,1,76003,1
76,3,2,3,-1,2,2,1,76001,1
76,2,2,3,-1,2,1,1,76002,1
76,2,3,4,-1,3,2,2,76001,1
76,3,3,3,-1,3,2,1,76003,5
76,3,2,2,-2,1,1,2,76001,1
76,3,2,3,-1,-5,2,2,76002,1
76,1,3,4,7,2,2,1,76001,1
76,3,3,4,-1,3,2,1,76001,1
76,2,2,3,5,2,2,1,76002,2
76,2,1,2,4,2,-1,2,76003,5
76,-1,3,4,-1,3,2,2,76003,3
76,4,3,4,5,2,-1,1,76003,-1
76,1,1,1,8,1,1,9,76001,5
76,2,2,1,5,3,1,2,76003,8
76,4,3,4,-1,1,-1,1,76003,6
76,-1,3,4,-1,-5,1,1,76003,1
76,4,3,3,1,3,2,1,76003,1
76,4,3,4,-1,-1,2,2,76003,1
76,3,2,4,1,2,2,0,76003,10
76,2,2,3,1,2,2,0,76001,1
76,2,3,2,5,2,2,2,76003,6
76,2,2,2,6,2,1,2,76001,3
76,4,3,4,10,3,2,1,76001,1
76,4,2,4,10,3,2,0,76001,1
76,2,3,4,5,3,1,1,76002,1
76,2,2,2,1,1,1,1,76001,1
76,2,2,4,-1,2,1,9,76003,1
76,1,1,1,4,1,1,0,76002,1
76,3,3,4,-1,3,2,2,76003,1
76,4,3,2,-1,3,3,2,76002,1
76,3,3,4,-1,-5,2,1,76003,1
76,2,3,2,9,2,2,2,76003,2
76,2,3,3,-1,3,-1,1,76003,3
76,3,3,4,10,3,2,1,76001,1
76,2,1,1,-1,1,1,0,76001,1
76,2,2,2,5,1,1,1,76003,1
76,3,3,3,1,2,2,0,76003,1
76,1,2,3,4,1,2,1,76002,7
76,1,1,1,10,2,1,2,76001,1
76,1,2,2,5,1,1,1,76002,1
76,3,2,4,1,-5,1,2,76003,1
76,2,2,3,2,3,1,2,76001,1
76,3,3,4,-1,3,1,0,76001,5
76,3,2,4,-1,3,-1,2,76001,1
76,2,2,3,-1,1,1,1,76001,5
76,3,3,3,-1,2,1,1,76001,10
76,2,3,3,-1,-1,1,1,76001,5
76,3,2,3,5,1,2,2,76002,7
76,2,2,3,-1,2,1,1,76002,5
76,4,2,3,5,3,2,1,76001,1
76,4,2,3,-1,3,2,1,76002,5
76,1,3,4,-2,2,1,2,76003,10
76,4,2,4,-1,-5,-1,1,76003,6
76,1,1,1,5,3,1,1,76003,1
76,4,3,4,-1,-5,2,9,76002,1
76,2,1,2,10,2,2,1,76002,1
76,1,2,2,10,2,1,2,76001,1
76,4,3,4,-1,3,-1,1,76003,5
76,4,2,4,-2,3,1,1,76001,1
76,4,3,4,-1,2,-1,0,76003,-1
76,1,1,2,10,1,2,2,76003,1
76,4,3,-1,-1,3,4,1,76001,1
76,3,1,2,-1,3,2,1,76001,1
76,2,1,1,6,1,1,2,76003,6
76,1,2,2,1,1,4,1,76001,1
76,2,2,2,5,2,2,1,76003,6
76,2,2,2,4,1,2,0,76003,1
76,4,2,4,7,3,2,2,76003,1
76,2,3,2,5,1,-1,2,76003,5
76,2,3,4,5,3,2,0,76001,1
76,3,2,4,7,-1,2,9,76003,4
76,2,3,4,-1,3,1,2,76002,1
76,3,2,4,-1,2,2,9,76001,1
76,4,3,4,8,3,4,1,76003,1
76,2,3,4,-1,-1,-1,1,76001,1
76,2,2,2,-1,-2,1,0,76003,1
76,3,3,3,-1,2,2,2,76002,1
76,2,2,3,5,1,1,2,76003,3
76,4,3,4,10,3,1,1,76003,1
76,4,3,4,-1,3,-1,1,76001,-1
76,4,3,4,-1,-1,1,9,76002,3
76,2,2,2,1,1,2,2,76001,1
76,2,1,1,10,1,2,0,76002,2
76,3,2,4,5,-5,2,1,76003,1
76,4,3,2,3,1,2,1,76003,1
76,2,3,2,10,1,2,1,76003,1
76,4,3,2,-1,3,4,1,76001,3
76,3,2,4,-1,2,2,1,76001,3
76,2,2,3,-1,3,1,1,76003,1
76,4,2,4,1,3,2,2,76002,1
76,2,3,2,5,3,2,1,76002,2
76,4,2,4,10,3,3,9,76002,-1
76,2,3,4,-1,3,1,1,76001,1
76,4,2,2,-1,3,2,2,76002,2
76,4,3,4,5,3,2,2,76003,4
76,3,2,3,-1,1,3,0,76003,3
76,4,2,4,1,3,-1,1,76001,6
76,3,2,3,5,2,1,1,76001,2
76,4,3,2,5,3,1,0,76001,1
76,2,2,2,2,2,2,1,76003,2
76,1,2,2,-2,3,-1,1,76001,1
76,3,2,4,-1,3,2,1,76001,3
76,2,2,3,5,3,2,0,76001,2
76,2,2,2,3,3,2,1,76003,6
76,4,-1,2,5,1,-1,2,76003,6
76,3,2,2,10,2,2,2,76003,1
76,2,3,2,10,1,2,2,76003,1
76,2,3,2,5,3,-1,2,76001,1
76,4,2,3,6,3,2,1,76001,1
76,2,2,3,-1,1,2,0,76003,1
76,2,1,2,5,-1,4,1,76001,5
76,2,2,3,7,2,1,2,76002,5
76,2,2,2,10,3,2,1,76001,1
76,2,3,1,1,2,3,9,76003,7
76,4,3,4,-1,3,2,2,76001,1
76,3,3,4,-1,3,2,1,76001,1
76,1,-1,-1,10,3,-2,1,76001,-1
76,2,2,2,10,2,1,1,76001,4
76,1,1,1,-2,-2,1,0,76002,3
76,4,2,4,-1,2,2,1,76003,1
76,3,3,4,-2,2,2,0,76001,5
76,3,1,4,7,3,2,9,76002,1
76,2,2,3,5,2,2,1,76002,7
76,4,3,2,8,1,2,1,76003,1
76,3,3,2,5,1,2,0,76001,1
76,1,2,3,7,-1,2,1,76001,3
76,4,3,2,10,3,2,1,76003,5
76,2,3,3,5,1,2,2,76001,1
76,4,3,4,-1,3,-1,1,76001,1
76,4,-1,-1,4,2,3,-1,76001,4
76,2,2,3,5,2,1,0,76001,4
76,3,2,3,-1,3,4,1,76003,-1
76,3,2,4,5,2,2,0,76003,4
76,4,3,4,-1,-5,1,2,76003,1
76,3,3,4,5,3,1,2,76002,1
76,2,2,1,5,2,1,2,76003,5
76,2,2,3,9,2,1,0,76001,2
76,1,2,2,10,1,2,2,76001,1
76,3,3,3,1,3,-1,1,76003,1
76,1,2,1,5,1,1,0,76003,1
76,4,2,4,9,3,1,0,76003,1
76,2,2,2,6,2,-1,1,76003,1
76,2,3,2,-1,2,2,0,76003,1
76,4,3,4,-2,-5,-2,1,76001,1
76,4,2,4,5,-5,1,2,76002,1
76,3,2,4,-1,3,2,0,76001,1
76,1,2,2,6,3,3,1,76003,8
76,1,2,3,5,1,1,1,76003,1
76,4,3,4,10,3,4,0,76002,1
76,-2,2,4,10,3,-2,2,76003,1
76,3,-1,3,10,3,-1,2,76001,1
76,2,2,2,1,1,1,2,76003,1
76,4,-2,4,-1,3,-1,2,76003,1
76,2,3,3,-1,3,1,1,76003,1
76,4,3,4,6,2,2,1,76002,1
76,2,2,3,6,3,-1,-2,76002,6
76,4,2,4,5,3,2,1,76001,-1
76,4,2,4,-2,3,2,0,76001,1
76,2,3,4,-1,-5,1,0,76001,5
76,2,2,2,1,1,1,1,76003,1
76,3,3,3,10,3,2,1,76003,5
76,4,3,4,-1,3,2,2,76003,1
76,3,2,4,5,-1,2,2,76002,1
76,4,1,2,1,1,3,2,76003,5
76,3,3,4,6,1,4,9,76003,6
76,4,2,3,5,3,2,2,76003,1
76,4,3,2,10,2,2,0,76002,1
76,4,2,2,-1,2,1,0,76002,1
76,1,1,1,5,-5,2,2,76001,1
76,3,2,2,5,1,2,-2,76003,1
76,2,3,2,-2,3,2,1,76002,1
76,1,2,2,-1,3,-2,0,76003,1
76,4,2,4,-1,3,-1,1,76001,1
76,3,3,3,3,2,2,2,76003,1
76,4,3,4,-1,1,2,1,76001,1
76,2,3,3,4,3,3,2,76003,2
76,4,3,4,3,3,1,0,76003,1
76,2,2,2,-1,2,2,2,76003,1
76,3,2,2,5,3,1,2,76002,2
76,4,2,4,5,-5,-1,1,76003,1
76,4,3,4,-1,2,2,9,76001,1
76,3,2,3,5,2,2,1,76001,1
76,2,3,3,5,3,2,1,76001,1
76,1,3,4,-1,3,3,1,76001,1
76,1,3,4,5,3,2,1,76003,1
76,4,3,4,-1,3,-1,2,76003,3
76,3,2,3,1,1,1,1,76003,1
76,3,1,2,1,1,1,9,76003,1
76,1,2,2,5,1,1,2,76001,1
76,2,3,2,1,2,2,1,76001,8
76,1,3,2,10,3,2,1,76003,9
76,2,2,2,1,1,1,9,76003,1
76,3,2,4,5,-5,2,1,76003,6
76,4,3,4,-1,3,1,2,76001,1
76,4,2,4,-1,3,1,1,76001,1
76,4,3,4,-1,3,-1,9,76001,1
76,3,2,2,7,1,2,1,76002,8
76,1,2,3,5,1,2,9,76001,1
76,3,2,3,-1,3,2,0,76001,1
76,4,2,3,-1,3,-1,1,76002,1
76,4,2,2,-1,3,1,1,76001,7
76,4,2,4,-2,3,-2,1,76001,-2
76,4,3,4,-1,3,2,0,76001,1
76,3,2,3,-1,2,1,1,76003,6
76,3,3,3,7,-5,2,9,76001,3
76,1,3,1,1,-2,3,7,76003,9
76,4,3,3,6,-1,-1,1,76001,5
76,4,3,3,-1,3,2,2,76001,1
76,3,3,2,-1,3,-1,1,76003,6
76,3,2,2,10,1,1,0,76003,2
76,2,2,2,10,1,2,0,76001,1
76,1,3,4,1,2,1,1,76002,3
76,2,2,2,8,3,2,1,76001,7
76,4,2,1,-1,-1,2,0,76003,1
76,4,2,2,10,3,2,1,76001,10
76,2,3,4,-1,-5,-1,2,76003,2
76,1,1,1,10,1,1,1,76001,1
76,3,3,3,-1,-2,-1,1,76001,1
76,2,3,-1,5,3,4,2,76003,1
76,1,3,3,-2,2,2,1,76001,2
76,4,2,4,-1,-1,2,1,76003,1
76,4,2,4,5,3,2,2,76001,4
76,4,3,4,5,3,4,2,76001,1
76,3,2,3,-1,2,1,-2,76003,1
76,1,2,2,5,1,2,1,76001,1
76,2,3,4,5,3,-1,1,76003,5
76,4,2,4,5,2,2,1,76001,7
76,3,2,2,3,2,1,1,76002,1
76,1,2,2,4,1,2,0,76001,3
76,4,3,4,-2,3,3,2,76001,1
76,2,2,4,5,2,2,9,76001,3
76,2,2,3,8,1,1,1,76001,3
76,2,3,2,6,3,-1,2,76003,1
76,3,2,4,5,2,2,1,76001,7
76,2,2,2,-2,1,2,0,76001,4
76,3,2,4,6,3,1,1,76001,1
76,2,3,3,5,2,2,-2,76003,4
76,4,3,4,-1,3,3,0,76003,1
76,1,3,1,4,3,3,1,76001,5
76,2,3,2,5,3,2,-1,76001,1
76,4,3,4,-1,3,2,0,76003,2
76,1,2,1,5,2,1,9,76003,1
76,3,2,3,3,1,2,1,76001,1
76,2,2,2,1,2,1,2,76003,1
76,2,3,4,-1,3,2,1,76003,6
76,1,2,2,1,2,1,0,76001,1
76,3,2,2,3,1,2,2,76003,1
76,3,2,2,5,-5,2,1,76003,1
76,1,1,2,9,2,1,2,76001,1
76,3,1,4,-2,1,2,9,76003,1
76,4,2,4,-1,2,2,2,76001,1
76,2,3,1,-1,1,3,2,76003,1
76,2,3,4,-1,3,2,1,76003,-1
76,1,2,2,10,3,2,1,76001,5
76,4,3,4,2,3,-1,2,76001,1
76,4,1,1,1,1,1,1,76001,1
76,2,-1,-1,-2,-5,-2,-2,76001,-2
76,-1,1,4,-1,-1,-1,2,76001,2
76,3,3,3,10,1,1,9,76001,1
76,4,3,4,-1,2,-1,1,76003,1
76,2,3,4,5,3,2,2,76002,1
76,1,2,2,-1,-1,1,1,76003,1
76,3,3,4,8,1,2,1,76001,8
76,4,2,4,10,-1,-1,1,76001,-2
76,4,2,2,1,3,1,2,76003,1
76,4,2,2,5,2,1,1,76003,1
76,4,3,4,-1,3,2,2,76001,1
76,4,3,4,-1,2,2,2,76003,7
76,2,2,3,-2,-5,2,2,76003,7
76,4,3,3,5,1,1,1,76003,1
76,4,3,4,4,-1,-1,2,76003,1
76,1,1,2,1,1,1,9,76003,1
76,3,3,2,6,1,4,2,76001,6
76,3,2,2,-1,3,1,1,76001,4
76,4,3,4,5,3,1,1,76003,1
76,2,3,2,-1,2,2,9,76003,1
76,4,2,3,10,3,1,2,76003,5
76,4,3,4,-2,3,1,1,76001,1
76,3,2,2,7,1,1,1,76001,1
76,3,2,3,-1,3,1,1,76001,1
76,4,2,2,10,3,2,1,76001,1
76,4,2,1,7,3,-1,2,76001,7
76,2,2,4,10,1,2,1,76003,5
76,4,2,3,10,3,2,1,76001,1
76,4,3,4,-1,1,-1,2,76001,1
76,4,2,3,2,3,1,2,76003,1
76,2,2,3,6,1,-1,1,76003,1
76,3,2,4,5,3,2,1,76003,1
76,3,2,4,10,3,2,2,76003,1
76,4,3,4,-1,3,2,1,76003,2
76,4,3,4,-2,3,-2,1,76003,-2
76,3,3,4,-1,-1,1,1,76005,1
76,2,2,2,5,1,2,2,76003,1
76,2,2,2,5,2,3,9,76003,6
76,2,2,2,5,2,1,0,76001,1
76,2,3,4,-2,-5,3,0,76001,-2
76,2,3,2,5,3,2,1,76001,3
76,-1,2,3,5,-1,1,1,76001,1
76,3,2,3,6,2,-1,1,76003,5
76,1,1,1,2,1,2,2,76002,5
76,2,2,3,1,3,1,1,76003,1
76,2,2,2,5,1,2,1,76001,2
76,3,2,2,-1,-1,-1,1,76003,1
76,2,2,3,6,3,2,1,76002,7
76,1,1,1,10,1,1,2,76003,1
76,2,2,3,10,2,1,1,76003,1
76,4,2,4,-2,2,2,0,76001,1
76,1,2,2,3,1,1,9,76003,1
76,3,2,2,5,3,2,1,76003,1
76,2,3,2,10,3,1,1,76002,1
76,2,3,2,3,1,2,1,76001,3
76,2,2,3,4,2,1,1,76001,1
76,4,2,4,-2,3,2,2,76002,1
76,1,1,1,1,1,1,1,76003,1
76,3,3,4,5,1,1,2,76002,3
76,3,2,2,3,3,-1,9,76003,1
76,1,1,2,6,1,1,1,76001,3
76,3,2,3,-1,1,1,1,76001,4
76,3,2,2,5,3,2,2,76002,1
76,4,3,3,10,3,2,1,76003,1
76,2,2,2,10,1,2,0,76001,1
76,2,1,3,5,3,1,1,76003,8
76,4,2,4,-2,-5,2,9,76002,8
76,4,3,4,1,3,1,1,76003,1
76,4,2,4,-1,3,2,1,76001,1
76,2,2,2,7,3,2,0,76001,1
76,1,3,2,-1,3,-1,2,76001,1
76,2,1,1,10,1,2,2,76001,1
76,-1,2,4,-1,3,3,2,76001,1
76,2,2,3,6,-5,1,1,76001,2
76,2,3,2,1,3,1,2,76002,1
76,2,2,4,-1,-1,1,1,76001,3
76,3,2,2,1,3,2,2,76003,1
76,2,3,4,-1,3,2,1,76001,1
76,4,3,4,-1,3,1,0,76001,1
76,2,2,1,4,1,2,2,76003,5
76,4,3,4,10,3,2,2,76003,1
76,2,3,4,1,2,2,1,76003,1
76,3,3,4,-1,3,1,1,76001,1
76,3,3,4,-1,3,1,2,76002,-1
76,1,3,4,-2,3,2,1,76003,1
76,3,2,4,-2,1,2,1,76002,1
76,4,1,4,-1,3,2,1,76001,1
76,3,3,4,5,3,1,1,76001,3
76,3,2,3,6,3,2,2,76001,1
76,1,2,2,-1,2,1,2,76001,-1
76,1,1,1,1,1,1,0,76001,8
76,4,3,4,-2,2,1,0,76003,10
76,4,2,3,-1,1,1,2,76001,1
76,4,1,2,-1,1,-1,1,76003,5
76,2,2,1,2,1,1,1,76003,1
76,1,2,1,8,1,2,0,76002,3
76,2,2,3,3,3,2,1,76001,3
76,-1,2,4,-1,3,4,1,76003,1
76,3,3,4,8,1,1,0,76001,3
76,3,2,2,5,1,1,9,76002,1
76,1,1,1,10,1,2,2,76002,1
76,3,3,4,5,1,2,1,76003,1
76,2,1,4,10,3,2,1,76003,10
76,4,2,2,8,3,1,2,76003,1
76,3,3,2,5,2,1,1,76001,4
76,2,2,2,5,1,1,0,76001,1
76,4,2,4,1,3,-1,0,76003,1
76,4,2,2,4,1,1,1,76004,1
76,1,3,4,7,3,2,2,76003,-2
76,3,2,3,-1,3,2,2,76003,1
76,3,3,4,-1,-5,-1,2,76003,1
76,3,3,4,1,3,1,9,76002,1
76,4,2,2,-1,2,1,1,76001,2
76,3,2,2,-1,3,1,2,76003,2
76,4,2,2,5,1,2,2,76001,2
76,4,3,4,5,2,2,2,76003,4
76,3,2,3,5,3,3,1,76003,1
76,3,3,4,8,3,3,2,76003,1
76,4,2,1,1,3,1,1,76001,1
76,4,1,-1,-1,3,-1,2,76001,10
76,3,2,3,-1,1,1,9,76003,1
76,4,2,4,5,2,2,1,76001,1
76,2,2,3,5,2,1,1,76002,1
76,3,2,2,5,1,1,2,76001,1
76,3,3,3,-1,3,-1,1,76001,5
76,1,2,3,4,1,1,1,76002,1
76,3,2,2,-1,-5,2,1,76001,1
76,3,2,2,-1,1,2,1,76001,5
76,1,2,2,7,3,2,2,76001,1
76,2,2,1,6,1,1,1,76003,1
76,3,3,4,5,1,-1,2,76002,1
76,1,2,2,5,1,2,1,76001,4
76,2,2,3,4,3,3,0,76002,7
76,3,3,3,6,3,-1,1,76001,5
76,4,3,4,-1,3,-1,1,76003,5
76,3,3,4,-1,3,2,0,76003,1
76,4,3,4,10,3,3,1,76002,5
76,1,1,2,-1,1,2,1,76003,1
76,4,3,2,7,3,2,2,76001,7
76,3,2,4,5,2,-1,1,76003,5
76,3,3,4,5,2,1,1,76003,1
76,3,3,3,5,2,2,2,76001,5
76,2,2,3,6,2,-1,1,76003,1
76,1,2,2,5,1,1,1,76003,7
76,4,2,3,5,3,2,1,76002,1
76,3,3,4,5,3,2,1,76001,1
76,2,3,2,10,2,2,1,76002,4
76,3,2,3,5,3,1,2,76003,1
76,4,3,4,5,2,2,2,76005,5
76,3,1,3,5,1,1,1,76001,1
76,3,2,3,-1,-1,-1,1,76003,1
76,3,2,3,5,1,1,0,76001,1
76,4,2,4,1,3,2,1,76001,1
76,1,3,2,5,1,2,0,76003,1
76,4,3,4,5,3,2,1,76001,1
76,1,1,1,10,1,1,2,76002,1
76,2,2,2,6,2,1,1,76001,1
76,2,3,4,1,1,1,1,76001,7
76,2,2,2,4,1,3,1,76001,3
76,1,3,3,7,-1,2,1,76001,1
76,3,2,2,5,2,2,9,76004,5
76,3,3,4,-1,1,2,1,76003,1
76,1,2,1,8,1,1,2,76002,1
76,1,1,1,8,1,1,9,76004,1
76,4,3,4,5,-1,1,0,76002,1
76,2,3,4,-1,3,-2,1,76001,1
76,1,2,3,-1,2,2,1,76001,1
76,4,3,4,5,3,3,0,76003,4
76,4,3,4,-1,-5,4,1,76001,1
76,4,3,4,-1,3,2,1,76001,1
76,2,1,2,1,1,2,1,76001,1
76,4,3,4,-1,3,1,1,76003,1
76,4,1,2,-1,-1,-1,1,76001,10
76,3,2,3,5,-1,3,1,76001,1
76,3,2,4,5,3,3,1,76001,10
76,3,2,4,-1,3,3,2,76003,2
76,4,3,4,-1,1,2,1,76001,3
76,4,2,3,5,3,2,1,76003,1
76,1,1,1,7,1,1,2,76001,7
76,3,3,3,9,3,3,2,76003,9
76,-1,2,3,-1,-1,1,1,76001,3
76,3,2,4,-1,-5,-1,1,76002,2
76,1,1,1,1,1,1,1,76001,1
76,4,2,2,-1,3,2,1,76001,1
76,4,3,3,1,3,-1,1,76003,5
76,4,3,4,-2,3,1,2,76001,1
76,2,1,1,1,2,2,0,76001,1
76,3,2,2,2,3,1,1,76001,5
76,4,2,4,1,2,1,1,76003,1
76,4,3,4,-1,3,-1,1,76001,-1
76,3,2,3,5,2,2,2,76003,4
76,4,2,2,5,1,-1,2,76001,1
76,4,3,4,10,-5,-1,1,76003,1
76,3,3,2,-1,3,2,1,76001,-1
76,3,2,3,-1,3,2,1,76001,5
76,4,3,4,4,-1,-1,0,76002,5
76,1,3,4,6,3,2,1,76001,4
76,3,2,3,5,2,-1,1,76003,5
76,3,2,2,10,1,2,1,76003,1
76,2,2,4,5,1,2,1,76003,2
76,3,3,4,5,3,2,0,76003,4
76,4,2,3,8,3,2,2,76003,1
76,2,2,2,7,2,2,0,76001,1
76,3,3,4,10,3,2,1,76001,1
76,2,2,2,5,3,2,1,76002,6
76,3,3,4,10,3,4,0,76002,1
76,1,2,2,5,1,1,2,76003,5
76,2,2,3,1,2,1,2,76003,1
76,3,3,4,-1,-5,-1,2,76003,-1
76,3,3,3,1,-1,2,2,76001,1
76,4,2,4,2,3,2,2,76001,1
76,1,3,4,5,3,2,1,76001,1
76,3,1,1,-1,1,1,2,76001,3
76,-1,3,4,5,3,2,9,76003,1
76,3,1,4,1,3,-1,2,76003,1
76,4,3,4,-1,3,-1,1,76003,1
76,4,2,2,6,2,2,1,76003,1
76,4,3,4,-1,3,1,9,76003,1
76,4,2,2,8,3,1,2,76003,5
76,4,2,4,5,3,2,2,76001,1
76,3,3,4,6,3,1,1,76001,1
76,2,2,2,5,3,1,0,76002,5
76,4,2,4,-1,3,1,1,76001,1
76,2,3,4,-1,3,1,9,76001,1
76,2,2,3,5,2,2,1,76001,7
76,4,2,-1,5,3,-1,2,76001,1
76,2,3,4,-1,-1,1,2,76001,2
76,4,2,1,5,-1,4,1,76003,1
76,3,3,4,-1,-5,-1,1,76003,4
76,2,2,2,1,2,1,1,76003,1
76,4,3,4,-2,1,2,2,76003,1
76,2,2,3,-1,3,2,1,76001,1
76,1,2,3,5,1,2,2,76003,5
76,2,3,2,10,1,2,1,76003,1
76,4,3,4,-1,3,4,1,76002,1
76,2,2,1,10,1,2,2,76003,2
76,4,3,4,10,3,1,2,76003,1
76,1,2,1,5,2,1,0,76002,1
76,1,1,1,6,1,1,2,76001,1
76,2,2,2,1,2,2,1,76003,1
76,3,2,3,-1,3,2,1,76003,5
76,3,3,3,10,2,2,2,76003,1
76,2,3,4,-2,-2,-2,2,76003,1
76,4,2,3,-1,-5,1,1,76003,2
